,batch,errors,clip,nbits
205,0,1.0,33.80328369140625,16.0
206,0,1.0,33.80328369140625,16.0
207,0,1.0,33.80328369140625,16.0
208,0,1.0,33.80328369140625,16.0
209,0,1.0,33.80328369140625,16.0
210,0,1.0,33.80328369140625,16.0
211,0,1.0,33.80328369140625,16.0
212,0,1.0,33.80328369140625,16.0
213,0,1.0,33.80328369140625,16.0
214,0,1.0,33.80328369140625,16.0
215,0,1.0,33.80328369140625,16.0
216,0,1.0,33.80328369140625,16.0
217,0,1.0,33.80328369140625,16.0
218,0,1.0,33.80328369140625,16.0
219,0,1.0,33.80328369140625,16.0
220,0,1.0,33.80328369140625,16.0
221,0,1.0,33.80328369140625,16.0
222,0,1.0,33.80328369140625,16.0
223,0,1.0,33.80328369140625,16.0
224,0,1.0,33.80328369140625,16.0
225,0,1.0,33.80328369140625,16.0
226,0,1.0,33.80328369140625,16.0
227,0,1.0,33.80328369140625,16.0
228,0,1.0,33.80328369140625,16.0
229,0,1.0,33.80328369140625,16.0
230,0,1.0,33.80328369140625,16.0
231,0,1.0,33.80328369140625,16.0
232,0,1.0,33.80328369140625,16.0
233,0,1.0,33.80328369140625,16.0
234,0,1.0,33.80328369140625,16.0
235,0,1.0,33.80328369140625,16.0
236,0,1.0,33.80328369140625,16.0
237,0,1.0,33.80328369140625,16.0
238,0,1.0,33.80328369140625,16.0
239,0,1.0,33.80328369140625,16.0
240,0,1.0,33.80328369140625,16.0
241,0,1.0,33.80328369140625,16.0
242,0,1.0,33.80328369140625,16.0
243,0,1.0,33.80328369140625,16.0
244,0,1.0,33.80328369140625,16.0
245,0,1.0,33.80328369140625,16.0
246,0,1.0,33.80328369140625,16.0
247,0,1.0,33.80328369140625,16.0
248,0,1.0,33.80328369140625,16.0
249,0,1.0,33.80328369140625,16.0
250,0,1.0,33.80328369140625,16.0
